PAPI_BR_CN,PAPI_BR_INS,PAPI_BR_MSP,PAPI_BR_NTK,PAPI_BR_PRC,PAPI_BR_TKN,PAPI_BR_UCN,PAPI_CA_CLN,PAPI_CA_ITV,PAPI_CA_SHR,PAPI_CA_SNP,PAPI_FUL_CCY,PAPI_FUL_ICY,PAPI_L1_DCM,PAPI_L1_ICM,PAPI_L1_LDM,PAPI_L1_STM,PAPI_L1_TCM,PAPI_L2_DCA,PAPI_L2_DCM,PAPI_L2_DCR,PAPI_L2_DCW,PAPI_L2_ICA,PAPI_L2_ICH,PAPI_L2_ICM,PAPI_L2_ICR,PAPI_L2_LDM,PAPI_L2_STM,PAPI_L2_TCA,PAPI_L2_TCM,PAPI_L2_TCR,PAPI_L2_TCW,PAPI_L3_DCA,PAPI_L3_DCR,PAPI_L3_DCW,PAPI_L3_ICA,PAPI_L3_ICR,PAPI_L3_LDM,PAPI_L3_TCA,PAPI_L3_TCM,PAPI_L3_TCR,PAPI_L3_TCW,PAPI_LD_INS,PAPI_LST_INS,PAPI_MEM_WCY,PAPI_NATIVE_MASK,PAPI_PRESET_MASK,PAPI_PRF_DM,PAPI_REF_CYC,PAPI_RES_STL,PAPI_SR_INS,PAPI_STL_CCY,PAPI_STL_ICY,PAPI_TLB_DM,PAPI_TLB_IM,PAPI_TOT_CYC,PAPI_TOT_INS,PAPI_VEC_DP,PAPI_VEC_SP
240242714,363960216,381449,134843817,236449357,102725426,122006517,525,39674,10923,39010,355107795,189748112,859981,14302820,863891,277657,15408243,15401503,11929,556715,591024,14331232,14477570,27412,14362422,7290,562,29781122,39139,14995622,718391,11833,7318,527,26768,26768,5,38710,127,38649,554,454782200,720585060,6040,610145722,1374787,4196,555239160,1439141,265793109,147739809,33433010,7461,2302,610557888,1623102737,4,2600013
58161362,89928394,82350,32145142,54920726,23075849,30106232,555,39042,10602,38720,85539664,46339668,56420,4769929,55242,3833,4857269,4851019,12043,45761,7064,4796649,4793849,28137,4829036,7482,560,9380239,39174,4860958,6875,11706,7451,560,27203,27203,3,39654,196,38980,580,109282630,175236205,4992,146987149,64537,4099,133303560,467936,65943047,36351161,9268044,4449,1862,147104186,386752190,4,650020
550962851,851380544,772661,319243772,546025215,229625429,299206765,564,39929,10907,39194,850402454,461406711,69132,46373144,129325,6239,46504886,46495355,12061,55715,13657,45322367,46043148,27546,47052511,7350,564,91247496,39918,46736981,8891,11969,7327,567,27645,27645,7,39415,191,39347,586,1085782531,1741684870,5568,1449142329,155032,4280,1317580800,3043986,655893477,352646999,83408125,23569,1916,1449979826,3845001642,4,6500020
119892010,182110415,163448,66345009,116430487,50625525,60506342,562,39928,10950,39330,176445902,95726383,107366,11514892,240477,33401,11577719,11571232,12085,54604,14722,11487211,11448767,27870,11556991,7398,545,23121290,39614,11577451,139104,11785,7494,559,27575,27575,1,39888,160,39347,555,225582194,358484897,5393,304086929,244359,4217,276574920,795602,132892820,75680470,18620988,10932,2111,304129936,803201628,4,1300013
119306061,181323410,183632,65842575,115898087,50625040,60406321,550,39603,10936,38866,175662498,94592184,75092,11002049,160294,3996,11111693,11105520,11757,46799,6844,10967479,10998150,27380,11019204,7262,566,22196390,38825,10996101,7190,11829,7229,519,27129,27129,3,39066,159,38368,543,225581654,358484870,4688,302784180,84530,4001,274689840,748916,132893017,72128159,18638189,12062,1970,301670829,800194466,4,1300020
175807783,267275318,233932,98343450,172180806,74675377,89906515,533,39426,10913,39304,262330190,137911084,59999,15754126,54934,4217,15872903,15865362,11941,47079,7432,15757672,15802482,27428,15764397,7262,542,31627675,38994,15755606,7195,11696,7262,555,28307,28307,5,39046,174,38758,542,334981892,532634641,4464,449325583,74163,4153,405510960,938205,197643024,107514994,27819665,6510,1909,450413116,1189745580,4,1950020
62372198,94639396,87800,33647047,59120491,25776264,30606225,597,39017,10502,38551,88583389,47557214,56508,3937924,46226,3960,3990709,3984610,11543,45689,7044,3927267,3571531,27592,3922299,7213,625,7420111,39162,3988958,11416,11569,7291,601,27191,27191,3,38953,187,38065,611,114284278,181036676,5911,153680310,57052,3753,140883480,422725,66742711,49529103,8952306,3311,1948,153050335,406154346,4,650020
388416778,599984230,510871,225294585,384078153,160775786,209856634,544,39075,10485,38628,598903554,329849498,70168,32498209,1494691,4395,32612263,32601372,11789,55101,17037,32842491,36251754,26937,32619281,7176,532,66339754,38807,32439175,8752,12006,7288,568,27147,27147,8,38569,175,38742,550,760283109,1219536152,4590,1026184963,1755830,4360,930331440,2525668,459243430,248413494,58533483,20511,1948,1019713539,2702754322,4,4550013
654618390,991486211,884844,370395816,649526066,282275836,335156689,552,39385,10708,39220,977790388,521388035,272620,39121297,1978357,278820,39313010,39304141,12204,221394,1307144,38931690,38942960,27656,39189612,7429,561,80044254,40004,39317517,1198136,12080,7450,577,27226,27226,5,40071,199,39966,569,1249283328,1979536097,6474,1674570819,2731725,4172,1526406360,3509501,730243004,407423933,89919267,16657,2619,1676130620,4459157260,4,7150013
236223944,358741338,329895,132443724,232418368,101125458,120806250,569,39450,10772,39438,351983698,191060506,157546,22799050,336245,11915,22949206,22942770,11833,54930,6782,22830344,22732228,27047,22876262,7426,574,46023125,39591,22927070,12015,11863,7382,568,27369,27369,15,39072,179,39538,563,450381622,715784135,5553,606277605,457431,4127,550893840,1298070,265392772,146340351,36162359,11093,1877,606350581,1603898055,4,2600013
349633441,531251082,500996,197945367,345486451,149225685,179906528,565,39262,10806,38566,526477570,282116400,161279,31470522,1260030,4719,31391332,31380146,11772,132064,8566,31297113,31361508,27105,31286399,7382,556,63617263,39102,31507493,8146,11613,7343,526,27156,27156,2,38757,118,38383,570,669182809,1064085389,5945,896484700,1467810,4069,815532600,1651740,394892882,219654010,51099887,9998,1876,898699798,2386000396,4,3900013
635356510,965624115,807399,359945067,630384733,273475746,329106780,559,39787,10921,39755,957520386,512771088,72866,57423917,97105,5312,57410321,57398470,12060,55332,9242,57344563,57231569,27791,57340330,7443,562,114453159,40014,57514858,9596,12150,7485,498,27231,27231,5,39628,143,38916,534,1226183103,1949836815,5644,1633976074,135374,4479,1483303200,3069021,723643097,393173798,89501705,20411,1859,1632737795,4355755813,4,7150020
410786592,623755106,482142,231593784,406648939,176875600,211256593,522,39973,10883,39102,618776838,333989165,218218,39758080,611200,103130,39821528,39813775,11826,141337,7794,39807192,39790969,27561,39929403,7241,554,80136688,39141,39922570,140792,11680,7341,545,27272,27272,7,39352,170,39116,543,787582681,1251735007,4704,1058362369,555824,4441,960758040,2371237,464143573,259546021,63100567,27273,2040,1056585980,2804949642,4,4550013
180345706,273313054,231494,100444214,176707872,77075610,91406376,538,39653,10987,39330,264870739,141731599,60614,11561612,49999,4728,11580469,11573095,11659,50372,11956,11465079,10390803,27422,11446340,7312,529,20947384,38963,11573892,13322,12186,7279,530,27508,27508,3,39273,195,39125,562,341282167,540734593,4589,455298003,63372,4536,413779200,931263,199442888,112303299,24883498,5817,1976,454767074,1213448471,4,1950020
121338390,183955869,172485,67044631,117891703,51425594,61006226,527,39260,10485,38907,176684322,94668548,58492,7767177,47643,4202,7818674,7812128,11412,49856,7422,7748314,7077897,28017,7717628,7362,557,14342205,40035,7793683,7944,11580,7279,568,27123,27123,2,38941,130,38835,583,227782133,360885595,6067,305035333,59556,3961,276925680,723889,133092851,72913383,17253309,4892,1886,303980501,809800357,4,1300020
177307289,269374511,211473,98644876,173746625,75875913,90506246,530,40166,11140,39140,261962323,129133109,58695,16498899,51063,4022,16477296,16470963,11658,47999,7077,16469540,16405768,27541,16437929,7339,541,33199894,39052,16609553,7364,11896,7326,553,27411,27411,1,39371,182,38589,523,337982790,537135344,6103,453614481,66927,4069,410698320,1058274,199142900,109497302,27287354,10573,2050,451382826,1199051740,4,1950020
168393611,260160949,258096,96694765,164816801,68975773,90056407,591,39973,11035,39170,256683020,141670541,60222,14015002,661328,4012,14061741,14054144,11863,48465,11112,14165606,13974920,27417,14093790,7374,561,28806452,39063,14123726,7388,12109,7376,580,27216,27216,7,39270,171,39296,569,326282661,523334673,6742,443717368,788231,4029,400286520,1166528,197043041,124331114,25516021,8761,1811,437494762,1159752606,4,1950013
293156561,445324146,384113,164243127,289194380,126375317,150706493,592,39656,10657,38935,438495656,235777274,58515,27290779,54259,4322,27340203,27333383,11754,46902,7562,27316616,27249617,27147,27357024,7409,670,54774487,39120,27259358,8352,11841,7393,569,27446,27446,3,39617,143,39043,613,562781716,894434603,5230,751777199,69756,4164,682694280,1644075,331643125,184560197,45732145,26198,2135,752649563,1996747273,4,3250020
180238599,273205912,268794,100443678,176634267,77075346,91406308,547,39929,10924,39246,264851981,141670165,59966,11579342,48677,4503,11555173,11548228,11817,48893,7648,11545351,10468069,27461,11542023,7231,557,21137293,39405,11660522,10256,11883,7300,571,27448,27448,6,39313,155,38641,577,341281627,540735221,4743,456796593,1050424,4251,415008600,1057722,199442924,108447279,25237941,6232,1982,455916268,1213449346,4,1950020
348123663,529141512,433970,196446702,344143958,149226214,179606391,535,39926,11115,39397,524533150,279568389,1756472,31297929,68431,4670,31487636,31479082,12032,51652,9079,31347781,31313476,27164,31266595,7399,588,63754358,39443,31478112,8830,12426,7518,534,27414,27414,3,39535,123,39051,543,669184040,1064086622,5257,892803031,99834,4532,811462440,1632045,394892802,213135615,49494402,11488,1884,890289587,2377002494,4,3900020
333428104,515045421,498240,193144830,329198746,137826230,179906419,580,39638,11019,39649,512530003,273406679,67953,28201878,1288867,4533,28099231,28089336,12170,53284,16316,27989427,28065689,27634,27903633,7469,594,56703041,39654,27966553,8760,12222,7463,570,27423,27423,5,39500,185,39101,552,651783357,1045486513,5274,876971125,1502568,4436,795130920,2293168,393693513,215035894,50116273,16334,1846,875567548,2317005011,4,3900013
643618730,977186343,771564,363794145,638750609,277875592,331856657,551,39659,10753,39015,969027190,524307388,680691,62553047,1934517,25819,62702667,62694855,12091,477659,27902,62402008,62393070,27996,62526854,7332,558,126973471,38881,62985138,594571,11885,7314,553,26904,26904,4,38704,81,38417,549,1237181676,1966334239,5206,1662379829,2521319,3744,1511043720,3708652,729142847,409992280,98432370,24863,2097,1660571886,4406345546,4,7150013
475088018,719805411,665684,267444675,470474175,205325840,243406601,549,39860,11091,39387,705002888,377301180,71164,30562825,58376,5938,30586403,30577851,12260,59711,11080,30952545,27896443,28271,30511641,7499,581,56180885,39491,30591121,17946,12000,7435,554,27171,27171,5,39399,216,39472,584,908783127,1439985901,6643,1211998046,2704479,4846,1106575560,2525662,531193065,286931389,65996092,13030,2236,1210106505,3231698661,4,5200020
331931791,512949198,454482,191644366,327836585,137825810,179606243,560,39294,10703,38364,512238274,279118895,60348,27991366,78404,4316,28122394,28114576,11628,48993,7810,26952046,27940689,27660,28635206,7244,556,55167205,38986,28009980,7054,11875,7527,528,27534,27534,8,39555,152,38370,559,651782149,1045484603,4609,870415314,116838,3954,790742040,1856752,393692769,211085666,49997431,16387,1961,869804504,2307996570,4,3900020
592937443,898355145,729606,334244303,588018151,256626099,304206440,571,39883,10958,39103,882118064,471876465,76670,37912894,62043,7136,38032011,38023085,11660,61738,13164,37984985,34681390,27799,38011979,7342,539,69868923,39143,38045033,13886,11774,7252,552,27344,27344,3,39817,163,38811,544,1135782722,1799685861,6194,1515641494,77851,4328,1375011840,2872060,663893389,354742067,82314919,15982,2713,1513710672,4039000508,4,6500020
118826828,180644179,155522,66144589,115429818,49825727,60106415,551,39292,10609,39100,175975070,94340324,91091,10488405,301630,3931,10608714,10601357,12203,75439,6832,10525660,10634358,27580,10591788,7400,526,21541227,39241,10618711,7054,12017,7375,524,27604,27604,3,39245,144,39001,566,223582630,355486482,4671,300963759,480877,4310,273701400,662153,131893074,74430795,17602607,4735,1901,300612516,797003613,4,1300013
463082417,703800037,615553,261843868,458551572,198925597,239406545,548,39509,10685,39933,698620936,372968271,69226,41821461,78706,5316,41842381,41832109,11889,54697,9344,41733322,41709463,27384,41804165,7285,541,83752654,39435,41870422,9322,11523,7343,556,27387,27387,4,40415,136,39098,530,891982635,1418384741,6114,1189319534,113164,4195,1078158120,2446581,526392930,285617351,65295187,15310,2019,1187722795,3168496382,4,5200020
465041813,706559061,577189,263845323,460439408,198926041,239806297,589,39692,10908,39197,700942561,375970126,254644,41593468,1666412,5006,41825690,41812754,11696,165174,11888,41632083,41592728,27397,41608920,7284,543,84724451,40293,41779648,8455,12018,7260,524,27413,27413,1,39285,138,39233,536,891982611,1418384847,5211,1195287073,1838408,3844,1087551360,2228222,526392690,293138538,67688846,12651,1938,1194967309,3180502399,4,5200013
223526847,345275647,300799,128842345,219631480,91925573,120006349,561,39783,11094,39061,342751646,188734577,62284,19242245,679142,4009,18910308,18901932,12162,49392,12077,18707280,18619351,27448,18631859,7322,553,38332819,39769,18644774,7627,12109,7329,570,27366,27366,0,39440,144,39926,554,434781818,697385460,4554,582644503,992122,4237,529229760,1496673,262593664,143728036,34728835,12020,1924,584448441,1545495173,4,2600013
293201932,445371438,425284,164244811,289315051,126375722,150706349,597,38791,10366,39123,437365529,235718561,61508,27212281,55100,4533,27341993,27334621,11620,49631,8002,27310752,27353751,27278,27273255,7444,595,54747001,39513,27325416,8556,12132,7492,571,27418,27418,5,39459,93,39142,578,562781635,894435132,4702,754445700,77019,3853,683682600,1788775,331642834,180278533,45096615,19361,2006,752308931,1996751631,4,3250020
580481051,881898736,705137,329744327,575752435,248625694,299706620,530,40314,11150,39255,877050895,469660750,267861,52103264,2069032,5260,52284005,52268822,11832,196464,9154,52013828,51887661,27756,51949839,7313,536,107446965,39532,52294549,30144,12083,7377,548,27175,27175,5,39641,143,39134,551,1117788999,1778196594,4602,1592345435,4531044,4068,1437927600,8150012,660396974,473057142,101278505,16877,1947,1586111318,3982526033,4,6500013
536218801,812188863,2248194,302196112,530936972,231877346,274258926,525,39607,10890,38628,796509331,433280290,3420647,32710978,4209936,578409,35633057,35619782,11691,2733126,1047172,32497682,32298852,27526,32377298,7176,526,69734982,39225,34954200,2048110,11564,7278,551,27078,27078,3,38950,121,39060,567,1024989121,1624796081,7111,1451053657,5516698,3999,1315037760,7958866,599797271,402166701,85295826,10297,2071,1443975462,3655626167,4,5850013
235212088,357331517,969423,131045466,231220403,101527174,120608662,567,39072,10481,39042,350299346,191069050,110878,22073767,112107,5007,22088802,22082132,11703,52322,8869,21777644,21908590,27338,21948162,7226,536,44218817,39107,22010790,30748,11779,7475,565,27421,27421,1,39467,109,38407,533,450381538,715784116,7062,601576553,72013,3803,546942000,1285812,265392938,147221028,36027840,13065,2072,601804621,1597898800,4,2600020
477030726,722548354,675959,269443965,472435577,205325627,243806457,583,39303,10793,39672,708889582,379126909,89174,28741753,1657689,6363,28557835,28540726,11833,67082,9614,28574387,28502208,27172,28433265,7365,575,58624645,39453,28653905,59504,11644,7452,587,27613,27613,0,39540,184,39225,564,908782243,1439984804,7095,1220422129,1901454,4025,1107672960,2593860,531192868,295196840,65291218,13141,2258,1219472333,3243694981,4,5200013
351138563,533356735,439206,197043987,347083832,151625949,180807187,526,39680,10791,38771,525161915,282933790,209659,32648061,57012,4452,32663335,32656225,11851,49797,7644,32762562,32651890,27366,32722317,7158,559,65435904,38787,32860669,7793,11794,7184,556,27568,27568,5,39190,179,38687,560,675185185,1073089945,5435,904231031,76257,4863,819156480,1820728,397895094,219314235,53873376,21277,2189,901616516,2395606141,4,3900020
358607746,543225164,480415,202143651,354465078,154025450,182906334,541,40151,10981,39550,532320583,284493068,67084,21339512,179851,5329,21529095,21521732,12056,54125,8580,21337772,21415361,27572,21399485,7246,542,43039867,40759,21472435,111894,12140,7218,513,27340,27340,6,39688,133,39404,550,681781957,1080236934,5411,915710675,286922,4509,832236120,2041421,398492809,227123305,49533158,10300,2218,916225103,2433397663,4,3900013
121835060,184652214,162185,67544022,118386417,51425569,61106112,566,39043,10364,38620,178038618,95211657,58756,7218498,102064,4206,7144997,7138636,11703,47435,7267,7266695,7080051,27477,7144673,7275,540,14376039,39276,7200786,15332,11789,7256,534,27273,27273,2,39142,154,38912,576,227781935,360884509,4673,306242190,101455,3963,278397840,773978,133092746,73211880,16720430,5351,1864,306784075,812798603,4,1300013
62646393,95013671,81736,33896031,59373607,25776100,30656312,566,39473,10792,38709,89224108,47719838,56150,3644428,58719,3945,3715494,3709401,11968,46481,6846,3698992,3725895,27372,3691383,7312,572,7568799,39284,3780715,19888,11733,7232,578,27637,27637,4,39393,222,39044,583,114283923,181036723,4366,153953162,88355,4127,140236920,517562,66743012,37990350,8953191,3307,1947,154600359,407659728,4,650013
358668540,543286037,493724,202143590,354445897,154025477,182906387,590,39580,10790,39237,532387666,284353335,67647,21428359,175307,5247,21373943,21366322,12025,54379,8708,21501139,21457503,27561,21644686,7310,558,43336012,38961,21479475,99772,12010,7235,594,26966,26966,1,38923,141,39094,588,681781758,1080284201,5371,913788263,236963,4351,829458720,1842261,398492828,219124621,48316212,9700,1955,913519357,2433396138,4,3900013
62686762,95054924,101477,33896666,59365995,25776934,30657434,533,39345,10777,39004,89106489,47750130,57613,3714714,72523,4004,3797278,3791074,12059,46789,6942,3766762,3663465,27524,3721976,7292,560,7499417,39052,3752256,11340,12191,7337,555,27404,27404,4,38929,152,38896,555,114287854,181042594,5204,154683608,114325,4313,140746320,506968,66745464,37795934,8923802,3402,1851,154497990,407672292,4,650013
643618909,977186583,812980,363794526,638532861,277876336,331856784,562,40034,11046,39493,969200473,524252436,285938,62544256,2315889,78437,62954585,62934465,12259,100733,28198,62696408,62449069,27584,62702661,7467,562,126985831,39873,62797570,731456,12086,7374,559,27624,27624,4,39454,170,39658,556,1237184328,1966337732,6025,1660553914,2672204,4478,1509543960,3713844,729143861,412300855,98640390,39949,2407,1664348286,4406357924,4,7150013
405605881,616474662,472126,229144857,401195142,174076201,209507727,583,40063,10837,39496,610091745,326338300,68231,36541964,80315,4843,36656184,36647128,12098,54097,8542,36492263,36421502,27692,36651061,7296,595,73049574,39579,36553753,8524,11984,7300,554,27424,27424,4,39794,167,39227,562,780586075,1241240880,5382,1041887374,105681,4480,953782080,1890718,460645457,248954035,57181944,13818,1855,1043322993,2772760963,4,4550020
61124918,92992178,89259,33194277,57885404,24975583,30156457,559,39687,10773,38399,88189341,47375071,346267,5335236,445887,3781,5443641,5433256,11663,91391,6696,5309313,5349785,27178,5351945,7348,545,11430146,39033,5434245,39044,11619,7438,576,26590,26590,5,39192,171,38568,578,112182475,178335354,5825,151327394,561258,3882,137867520,443989,66143186,38191857,9544256,3095,1868,151516080,399750675,4,650013
118329566,179946873,172561,65643295,114934038,49825225,60006159,587,39445,10797,38964,175267256,93553553,56773,10544630,53122,4059,10701718,10695506,11566,46748,8232,10737810,10496558,27434,10538519,7317,558,21012165,39066,10552218,8048,11852,7324,555,27120,27120,4,39550,97,38902,563,223581100,355483415,3595,299470083,68566,4320,271490520,679155,131892656,72522073,17268984,5109,1945,299196279,793995645,4,1300020
469059446,712176845,653237,264643510,464634313,202125339,241406443,554,39276,10659,38584,706219480,381499471,1475893,45430178,1494816,8307,46921127,46554840,11665,1050874,24364,45707481,45466635,27683,45508067,7101,532,92504495,39162,46558441,9456,11830,7365,538,26994,26994,5,39329,141,38951,544,899981579,1430385239,4117,1207114981,1928076,4152,1098902880,2760983,530392772,299505872,71805157,24473,2144,1207984504,3205297130,4,5200013
409149042,621416595,624143,229843155,404878171,176875339,210906430,590,39331,10634,38611,612348775,329971974,65024,38083685,58196,4555,38243078,38235761,11773,51127,8372,38003419,38209574,27286,38198003,7327,584,76361803,38905,38172250,9608,11842,7393,564,27058,27058,5,39130,126,38392,569,787581413,1251732932,7891,1052992088,79922,3816,955436880,2295090,464142746,252605627,62795516,18508,2074,1051693368,2794446785,4,4550020
407342629,618918809,489319,230896207,403077532,174076172,209856592,527,39651,10854,38894,614354242,329278264,233489,36450110,900703,4250,36786445,36774923,11615,202890,7614,36605153,36402979,27561,36350996,7319,515,74214424,39633,36596056,7526,12137,7330,506,27393,27393,8,39025,143,38918,521,780583962,1241237726,4379,1046428703,1565228,4809,950907360,1870090,460643081,256658965,59131233,12075,1894,1046079319,2783256901,4,4550013
299457913,453625716,440343,168493356,295384123,128375165,152456397,528,39908,11056,39298,443392165,237447465,64552,17815820,267166,4831,17749276,17742393,11944,52785,8632,17759123,17660571,27526,17722149,7253,524,35560679,39473,17845112,31940,11895,7196,522,27040,27040,5,38769,124,38304,535,568281204,900434624,5995,763473902,247617,3611,693300120,1708006,332142732,182301482,41126915,8057,2197,764346802,2028247012,4,3250013
608429885,939798570,800288,353896685,603376669,252576715,329657721,533,39295,10714,38884,940817505,518206612,78695,51374034,2324996,5057,51168103,51154361,11872,60124,24149,51258660,50902189,28725,51081773,7393,556,104174569,41181,51002583,10994,11822,7606,537,28630,28630,5,41067,126,39003,549,1194287025,1915741587,5064,1603525208,2679009,4369,1454937000,3657604,721444794,392703205,90886481,32008,2028,1602783540,4245769631,4,7150013
443427060,684944586,630195,257443779,438931392,183725349,239806567,566,40157,10753,39228,685301961,376770723,70719,37942404,1313223,3956,37283994,37272968,11932,56209,18316,37195424,37190564,27944,37219481,7459,579,76035916,39707,37543410,9592,11887,7397,553,28097,28097,3,39959,124,39714,542,868781632,1393585358,6240,1162789606,1962506,4087,1061098080,2816705,524793002,286448552,66665060,23743,1915,1166652299,3088499141,4,5200013
180281147,273248388,235561,100444025,176715152,77075349,91406269,563,39585,11030,38933,264349555,141779572,59091,11513677,48602,4365,11510509,11502026,11950,47367,7590,11572062,10451303,27268,11515496,7220,550,21132176,38755,11628256,9214,11972,7278,555,26726,26726,5,39273,101,38775,585,341281543,540733995,5481,455972325,60280,4366,413539560,1017331,199442749,110681761,25385391,6109,2012,454877926,1213448674,4,1950020
351119001,533336492,460420,197044121,347124489,151625574,180806491,576,39492,10688,39319,527071866,282956271,94914,32755702,80928,4591,32796358,32775649,11911,65587,7904,32522771,32709719,27241,32570665,7290,578,65430633,39522,32731882,8216,11732,7322,555,27414,27414,11,39708,179,39118,593,675182320,1073084868,5365,903758821,133367,4003,819288000,2304501,397892887,218657734,54339159,35937,2451,901826206,2395595762,4,3900020
352662020,535479563,453859,198543844,348493683,151625755,181106410,575,39283,10537,38599,528458754,286404472,534326,34201887,620665,18705,34286825,34279948,11631,74236,10942,34167022,34063361,27437,34204744,7282,566,68611012,38997,34556092,26779,11720,7388,557,27743,27743,7,39029,114,38674,575,675183075,1073086007,6167,905460241,632254,3926,823240080,2008033,397893685,223263737,53672177,12134,1808,913518250,2404599844,4,3900013
167726691,259193913,248519,95944905,164086171,68975783,89906278,567,39569,10884,39148,255576216,138425232,58611,14190199,66540,4668,14128869,14121739,12098,47591,8624,14034853,14091458,27442,13991509,7448,545,28254779,38904,14109916,7150,11879,7586,553,27141,27141,1,39473,147,39169,557,326282915,523335456,5452,436441156,88746,4138,396631800,1036973,197042854,105371775,25873824,9300,1944,444797517,1155252615,4,1950020
443444123,684961626,709431,257445623,438935799,183725872,239806548,546,38635,10225,38255,684391882,377024584,71559,37257506,1699777,4382,37361179,37349658,11263,54727,17458,37453844,37333266,27633,37331599,7305,544,75569079,38772,37242916,8870,11526,7299,591,26834,26834,5,39612,146,38797,564,868782947,1393585453,5810,1169147382,1966826,4179,1058476680,2864412,524792898,285476485,66370700,23106,1839,1163659532,3088505352,4,5200013
635368911,965636416,812366,359944259,630491960,273475752,329106512,592,39789,10685,39126,958188324,512365504,78645,57543619,89629,5520,57373155,57361246,12224,60076,9480,57359058,57507071,27428,57365533,7309,578,114837350,39107,57286437,10030,11910,7355,607,27401,27401,1,39076,191,39101,595,1226182589,1949833643,7554,1632295413,142775,4425,1482780840,3045330,723643188,383945210,89700107,17387,1949,1631507303,4355747158,4,7150020
351105963,533323388,434333,197042718,347077527,151625099,180806311,526,40623,11224,39423,525531703,280493479,65126,32691692,55426,4348,32796426,32789812,12065,53138,8520,32791955,32669675,28029,32684550,7486,550,65641165,39979,32742096,9378,11918,7380,547,27812,27812,3,40262,125,38797,550,675180856,1073083193,4158,905072851,81496,4204,820540800,1986655,397892669,225907786,53803770,17983,2284,901054281,2395595239,4,3900020
638143296,969511004,839852,362692654,633167883,273475210,329656648,540,39512,10794,39896,964432397,516595011,332258,57221963,1385180,5430,57536512,57520411,12001,266424,8694,57264634,57036527,28279,57278945,7401,558,116335288,39678,57586347,9925,11980,7407,541,27696,27696,2,39187,144,39421,561,1226181665,1949833813,6924,1640504382,2439705,4637,1493992320,3559964,723642951,402768528,92241954,17995,1899,1641824149,4372246912,4,7150013
443391703,684909300,602340,257443818,438908038,183725484,239806590,594,40147,10981,40340,684413564,376882740,68643,40123424,1700614,4742,37221359,37209857,11829,57642,19792,37144509,37341202,28514,37152064,7397,620,75832102,40350,37273669,9706,12289,7434,595,28199,28199,6,40628,186,40343,601,868781954,1393584657,6536,1164077804,1961829,4378,1059822120,2966077,524792910,289349506,66816261,23887,2027,1166290848,3088497041,4,5200013
223409020,345126271,334979,128844011,219630680,91925435,120006259,565,40684,11052,39575,342202963,188580717,62662,18913095,873684,4082,18737988,18729462,12574,50351,12772,18726265,18783225,28268,18762941,7479,557,38295183,40619,18651858,7744,11800,7359,558,27484,27484,3,39995,144,39158,564,434780822,697384106,5931,584294666,1027359,4116,530947440,1734742,262592723,143612771,34031768,11925,1896,584135542,1545498614,4,2600013
61365007,93332192,77509,33044734,58143734,25375633,30306028,556,40400,10789,39090,88070912,47507709,69021,5596677,59577,3917,5643988,5637836,11882,45437,6863,5655447,5577335,27825,5659544,7381,540,11286854,39772,5655966,6834,11754,7168,551,28019,28019,15,40179,184,38309,543,113181846,179833833,5694,152200323,58151,3874,138426600,437556,66642576,37702096,9650375,4574,2050,152113437,401350907,4,650020
443454033,684971649,569195,257443059,438978246,183725329,239806426,557,39707,10736,39368,685533553,376763356,73560,37352809,1551806,6963,37184635,37173312,11492,59030,35190,37208083,37218528,28126,37168493,7123,557,76344445,39792,37317417,10094,11283,7294,557,27829,27829,6,39587,197,39009,535,868780973,1393583512,6226,1165155983,1920264,4296,1061242920,2854826,524792772,282677390,71850242,20318,1894,1164913330,3088494873,4,5200013
416130399,630497841,549769,234045151,411693999,179675865,213006371,571,40504,10891,39885,617111020,330317661,66227,26745595,53275,5368,26930245,26923047,12111,53896,9748,26727249,24523632,27622,26796357,7470,585,49554336,39494,26796152,12556,11770,7239,546,27706,27706,3,39516,160,38945,562,795246093,1260134920,6637,1060851764,68082,4289,964007160,1999685,464842831,253505968,58469190,11589,2379,1061412093,2828048397,4,4550020
176497524,268265469,269464,99094915,172878425,74676604,90057022,546,40036,11227,39511,263573377,141294984,113813,15789841,651477,4542,15783851,15775432,12221,100906,9298,15731693,15794899,27788,15718836,7337,563,32000473,39280,15874930,8331,11611,7507,548,27248,27248,4,39479,146,39564,540,334987265,532643092,6314,449849958,707043,4423,412622760,880290,197645895,109928875,25963840,3760,1886,449990407,1194264025,4,1950013
386675315,597542797,495197,223545309,382491270,160776025,209506373,582,41085,11099,40893,595923169,325851340,75071,33279611,103214,9539,32767159,32758839,12276,58208,14984,31762036,32000246,28273,33095391,7405,566,64313263,40030,32640712,27054,12309,7408,589,27745,27745,6,39613,190,40548,589,760282924,1219535408,5911,1015871736,172155,4200,924999840,1993426,459242850,245976074,58263896,19143,1986,1014400173,2692254239,4,4550020
180254932,273222325,237464,100443258,176635324,77075300,91406220,587,39973,10710,38785,264518849,141653268,62766,11559128,263632,4880,11621104,11613849,12192,50733,8036,11548789,10507327,27453,11526323,7332,604,21175155,39934,11628102,8794,11788,7394,595,27482,27482,1,40292,167,39673,592,341280970,540735374,5288,455863790,65703,3867,414506160,963323,199442741,109881931,25393238,6383,2047,454895074,1213449212,4,1950020
